compressive_strength,cement,blast_furnace_slag,water,super_plasticisers,coarse_aggregate,fine_aggregate,age
51.26,213.5,0.0,159.2,11.7,1043.6,771.9,56
43.39,194.7,0.0,170.2,7.5,998.0,901.8,56
39.27,251.4,0.0,192.9,5.8,1043.6,754.3,56
37.96,165.0,0.0,163.8,0.0,1005.6,900.9,100
55.02,165.0,128.5,175.1,8.1,1005.8,746.6,100
49.99,178.0,129.8,179.9,3.6,1007.3,746.8,100
53.66,167.4,129.9,175.5,7.8,1006.3,746.6,100
37.68,172.4,13.6,156.8,4.1,1006.3,856.4,100
56.06,173.5,50.1,164.8,6.5,1006.2,793.5,100
56.81,167.0,75.4,164.0,7.9,1007.3,770.1,100
50.94,173.8,93.4,172.3,9.7,1007.2,746.6,100
33.56,190.3,0.0,166.6,9.9,1079.0,798.9,100
41.16,250.0,0.0,191.8,5.3,948.9,857.2,100
52.96,213.5,0.0,159.2,11.7,1043.6,771.9,100
44.28,194.7,0.0,170.2,7.5,998.0,901.8,100
40.15,251.4,0.0,192.9,5.8,1043.6,754.3,100
57.03,446.0,24.0,162.0,11.6,967.0,712.0,28
44.42,446.0,24.0,162.0,11.6,967.0,712.0,28
51.02,446.0,24.0,162.0,11.6,967.0,712.0,28
53.39,446.0,24.0,162.0,10.3,967.0,712.0,28
35.36,446.0,24.0,162.0,11.6,967.0,712.0,3
25.02,446.0,24.0,162.0,11.6,967.0,712.0,3
23.35,446.0,24.0,162.0,11.6,967.0,712.0,3
52.01,446.0,24.0,162.0,11.6,967.0,712.0,7
38.02,446.0,24.0,162.0,11.6,967.0,712.0,7
39.3,446.0,24.0,162.0,11.6,967.0,712.0,7
61.07,446.0,24.0,162.0,11.6,967.0,712.0,56
56.14,446.0,24.0,162.0,11.6,967.0,712.0,56
55.25,446.0,24.0,162.0,11.6,967.0,712.0,56
54.77,446.0,24.0,162.0,10.3,967.0,712.0,56
50.24,387.0,20.0,157.0,14.3,938.0,845.0,28
46.68,387.0,20.0,157.0,13.9,938.0,845.0,28
46.68,387.0,20.0,157.0,11.6,938.0,845.0,28
22.75,387.0,20.0,157.0,14.3,938.0,845.0,3
25.51,387.0,20.0,157.0,13.9,938.0,845.0,3
34.77,387.0,20.0,157.0,11.6,938.0,845.0,3
36.84,387.0,20.0,157.0,14.3,938.0,845.0,7
45.9,387.0,20.0,157.0,13.9,938.0,845.0,7
41.67,387.0,20.0,157.0,11.6,938.0,845.0,7
56.34,387.0,20.0,157.0,14.3,938.0,845.0,56
47.97,387.0,20.0,157.0,13.9,938.0,845.0,56
61.46,387.0,20.0,157.0,11.6,938.0,845.0,56
44.03,355.0,19.0,145.0,13.1,967.0,871.0,28
55.45,355.0,19.0,145.0,12.3,967.0,871.0,28
55.55,491.0,26.0,210.0,3.9,882.0,699.0,28
57.92,491.0,26.0,201.0,3.9,822.0,699.0,28
25.61,491.0,26.0,210.0,3.9,882.0,699.0,3
33.49,491.0,26.0,210.0,3.9,882.0,699.0,7
59.59,491.0,26.0,210.0,3.9,882.0,699.0,56
29.55,491.0,26.0,201.0,3.9,822.0,699.0,3
37.92,491.0,26.0,201.0,3.9,822.0,699.0,7
61.86,491.0,26.0,201.0,3.9,822.0,699.0,56
62.05,424.0,22.0,178.0,8.5,822.0,750.0,28
32.01,424.0,22.0,178.0,8.5,882.0,750.0,3
72.1,424.0,22.0,168.0,8.9,822.0,750.0,28
39.0,424.0,22.0,178.0,8.5,822.0,750.0,7
65.7,424.0,22.0,178.0,8.5,822.0,750.0,56
32.11,424.0,22.0,168.0,8.9,822.0,750.0,3
40.29,424.0,22.0,168.0,8.9,822.0,750.0,7
74.36,424.0,22.0,168.0,8.9,822.0,750.0,56
21.97,202.0,11.0,206.0,1.7,942.0,801.0,28
9.85,202.0,11.0,206.0,1.7,942.0,801.0,3
15.07,202.0,11.0,206.0,1.7,942.0,801.0,7
23.25,202.0,11.0,206.0,1.7,942.0,801.0,56
43.73,284.0,15.0,179.0,5.5,842.0,801.0,28
13.4,284.0,15.0,179.0,5.5,842.0,801.0,3
24.13,284.0,15.0,179.0,5.5,842.0,801.0,7
44.52,284.0,15.0,179.0,5.5,842.0,801.0,56
62.94,359.0,19.0,154.0,10.9,942.0,801.0,28
59.49,359.0,19.0,154.0,10.9,942.0,801.0,28
25.12,359.0,19.0,154.0,10.9,942.0,801.0,3
23.64,359.0,19.0,154.0,10.9,942.0,801.0,3
35.75,359.0,19.0,154.0,10.9,942.0,801.0,7
38.61,359.0,19.0,154.0,10.9,942.0,801.0,7
68.75,359.0,19.0,154.0,10.9,942.0,801.0,56
66.78,359.0,19.0,154.0,10.9,942.0,801.0,56
23.85,436.0,0.0,218.0,0.0,838.4,719.7,28
32.07,289.0,0.0,192.0,0.0,913.2,895.3,90
11.65,289.0,0.0,192.0,0.0,913.2,895.3,3
19.2,393.0,0.0,192.0,0.0,940.6,785.6,3
48.85,393.0,0.0,192.0,0.0,940.6,785.6,90
39.6,393.0,0.0,192.0,0.0,940.6,785.6,28
43.94,480.0,0.0,192.0,0.0,936.2,712.2,28
34.57,480.0,0.0,192.0,0.0,936.2,712.2,7
54.32,480.0,0.0,192.0,0.0,936.2,712.2,90
24.4,480.0,0.0,192.0,0.0,936.2,712.2,3
15.62,333.0,0.0,192.0,0.0,931.2,842.6,3
21.86,255.0,0.0,192.0,0.0,889.8,945.0,90
10.22,255.0,0.0,192.0,0.0,889.8,945.0,7
14.6,289.0,0.0,192.0,0.0,913.2,895.3,7
18.75,255.0,0.0,192.0,0.0,889.8,945.0,28
31.97,333.0,0.0,192.0,0.0,931.2,842.6,28
23.4,333.0,0.0,192.0,0.0,931.2,842.6,7
25.57,289.0,0.0,192.0,0.0,913.2,895.3,28
41.68,333.0,0.0,192.0,0.0,931.2,842.6,90
27.74,393.0,0.0,192.0,0.0,940.6,785.6,7
8.2,255.0,0.0,192.0,0.0,889.8,945.0,3
9.62,158.8,238.2,185.7,0.0,1040.6,734.3,7
25.42,239.6,359.4,185.7,0.0,941.6,664.3,7
15.69,238.2,158.8,185.7,0.0,1040.6,734.3,7
27.94,181.9,272.8,185.7,0.0,1012.4,714.3,28
32.63,193.5,290.2,185.7,0.0,998.2,704.3,28
17.24,255.5,170.3,185.7,0.0,1026.6,724.3,7
19.77,272.8,181.9,185.7,0.0,1012.4,714.3,7
39.44,239.6,359.4,185.7,0.0,941.6,664.3,28
25.75,220.8,147.2,185.7,0.0,1055.0,744.3,28
33.08,397.0,0.0,185.7,0.0,1040.6,734.3,28
24.07,382.5,0.0,185.7,0.0,1047.8,739.3,7
21.82,210.7,316.1,185.7,0.0,977.0,689.3,7
21.07,158.8,238.2,185.7,0.0,1040.6,734.3,28
14.84,295.8,0.0,185.7,0.0,1091.4,769.3,7
32.05,255.5,170.3,185.7,0.0,1026.6,724.3,28
11.96,203.5,135.7,185.7,0.0,1076.2,759.3,7
25.45,397.0,0.0,185.7,0.0,1040.6,734.3,7
22.49,381.4,0.0,185.7,0.0,1104.6,784.3,28
25.22,295.8,0.0,185.7,0.0,1091.4,769.3,28
39.7,228.0,342.1,185.7,0.0,955.8,674.3,28
13.09,220.8,147.2,185.7,0.0,1055.0,744.3,7
38.7,316.1,210.7,185.7,0.0,977.0,689.3,28
7.51,135.7,203.5,185.7,0.0,1076.2,759.3,7
17.58,238.1,0.0,185.7,0.0,1118.8,789.3,28
21.18,339.2,0.0,185.7,0.0,1069.2,754.3,7
18.2,135.7,203.5,185.7,0.0,1076.2,759.3,28
17.2,193.5,290.2,185.7,0.0,998.2,704.3,7
22.63,203.5,135.7,185.7,0.0,1076.2,759.3,28
21.86,290.2,193.5,185.7,0.0,998.2,704.3,7
12.37,181.9,272.8,185.7,0.0,1012.4,714.3,7
25.73,170.3,155.5,185.7,0.0,1026.6,724.3,28
37.81,210.7,316.1,185.7,0.0,977.0,689.3,28
21.92,228.0,342.1,185.7,0.0,955.8,674.3,7
33.04,290.2,193.5,185.7,0.0,998.2,704.3,28
14.54,381.4,0.0,185.7,0.0,1104.6,784.3,7
26.91,238.2,158.8,185.7,0.0,1040.6,734.3,28
8.0,186.2,124.1,185.7,0.0,1083.4,764.3,7
31.9,339.2,0.0,185.7,0.0,1069.2,754.3,28
10.34,238.1,0.0,185.7,0.0,1118.8,789.3,7
19.77,252.5,0.0,185.7,0.0,1111.6,784.3,28
37.44,382.5,0.0,185.7,0.0,1047.8,739.3,28
11.48,252.5,0.0,185.7,0.0,1111.6,784.3,7
24.44,316.1,210.7,185.7,0.0,977.0,689.3,7
17.6,186.2,124.1,185.7,0.0,1083.4,764.3,28
10.73,170.3,155.5,185.7,0.0,1026.6,724.3,7
31.38,272.8,181.9,185.7,0.0,1012.4,714.3,28
13.22,339.0,0.0,197.0,0.0,968.0,781.0,3
20.97,339.0,0.0,197.0,0.0,968.0,781.0,7
27.04,339.0,0.0,197.0,0.0,968.0,781.0,14
32.04,339.0,0.0,197.0,0.0,968.0,781.0,28
35.17,339.0,0.0,197.0,0.0,968.0,781.0,90
36.45,339.0,0.0,197.0,0.0,968.0,781.0,180
38.89,339.0,0.0,197.0,0.0,968.0,781.0,365
6.47,236.0,0.0,194.0,0.0,968.0,885.0,3
12.84,236.0,0.0,194.0,0.0,968.0,885.0,14
18.42,236.0,0.0,194.0,0.0,968.0,885.0,28
21.95,236.0,0.0,194.0,0.0,968.0,885.0,90
24.1,236.0,0.0,193.0,0.0,968.0,885.0,180
25.08,236.0,0.0,193.0,0.0,968.0,885.0,365
21.26,277.0,0.0,191.0,0.0,968.0,856.0,14
25.97,277.0,0.0,191.0,0.0,968.0,856.0,28
11.36,277.0,0.0,191.0,0.0,968.0,856.0,3
31.25,277.0,0.0,191.0,0.0,968.0,856.0,90
32.33,277.0,0.0,191.0,0.0,968.0,856.0,180
33.7,277.0,0.0,191.0,0.0,968.0,856.0,360
9.31,254.0,0.0,198.0,0.0,968.0,863.0,3
26.94,254.0,0.0,198.0,0.0,968.0,863.0,90
27.63,254.0,0.0,198.0,0.0,968.0,863.0,180
29.79,254.0,0.0,198.0,0.0,968.0,863.0,365
34.49,307.0,0.0,193.0,0.0,968.0,812.0,180
36.15,307.0,0.0,193.0,0.0,968.0,812.0,365
12.54,307.0,0.0,193.0,0.0,968.0,812.0,3
27.53,307.0,0.0,193.0,0.0,968.0,812.0,28
32.92,307.0,0.0,193.0,0.0,968.0,812.0,90
9.99,236.0,0.0,193.0,0.0,968.0,885.0,7
7.84,200.0,0.0,180.0,0.0,1125.0,845.0,7
12.25,200.0,0.0,180.0,0.0,1125.0,845.0,28
11.17,225.0,0.0,181.0,0.0,1113.0,833.0,7
17.34,225.0,0.0,181.0,0.0,1113.0,833.0,28
17.54,325.0,0.0,184.0,0.0,1063.0,783.0,7
30.57,325.0,0.0,184.0,0.0,1063.0,783.0,28
14.2,275.0,0.0,183.0,0.0,1088.0,808.0,7
24.5,275.0,0.0,183.0,0.0,1088.0,808.0,28
15.58,300.0,0.0,184.0,0.0,1075.0,795.0,7
26.85,300.0,0.0,184.0,0.0,1075.0,795.0,28
26.06,375.0,0.0,186.0,0.0,1038.0,758.0,7
38.21,375.0,0.0,186.0,0.0,1038.0,758.0,28
43.7,400.0,0.0,187.0,0.0,1025.0,745.0,28
30.14,400.0,0.0,187.0,0.0,1025.0,745.0,7
12.73,250.0,0.0,182.0,0.0,1100.0,820.0,7
20.87,250.0,0.0,182.0,0.0,1100.0,820.0,28
20.28,350.0,0.0,186.0,0.0,1050.0,770.0,7
34.29,350.0,0.0,186.0,0.0,1050.0,770.0,28
19.54,203.5,305.3,203.5,0.0,963.4,630.0,7
47.71,250.2,166.8,203.5,0.0,977.6,694.1,90
43.38,157.0,236.0,192.0,0.0,935.4,781.2,90
29.89,141.3,212.0,203.5,0.0,971.8,748.5,28
6.9,166.8,250.2,203.5,0.0,975.6,692.6,3
33.19,122.6,183.9,203.5,0.0,958.2,800.1,90
4.9,183.9,122.6,203.5,0.0,959.2,800.0,3
4.57,102.0,153.0,192.0,0.0,887.0,942.0,3
25.46,102.0,153.0,192.0,0.0,887.0,942.0,90
24.29,122.6,183.9,203.5,0.0,958.2,800.1,28
33.95,166.8,250.2,203.5,0.0,975.6,692.6,28
11.41,200.0,133.0,192.0,0.0,965.4,806.2,3
20.59,108.3,162.4,203.5,0.0,938.2,849.0,28
25.89,305.3,203.5,203.5,0.0,965.4,631.0,7
29.23,108.3,162.4,203.5,0.0,938.2,849.0,90
31.02,116.0,173.0,192.0,0.0,909.8,891.9,90
10.39,141.3,212.0,203.5,0.0,971.8,748.5,7
33.66,157.0,236.0,192.0,0.0,935.4,781.2,28
27.87,133.0,200.0,192.0,0.0,927.4,839.2,28
19.35,250.2,166.8,203.5,0.0,977.6,694.1,7
11.39,173.0,116.0,192.0,0.0,946.8,856.8,7
12.79,192.0,288.0,192.0,0.0,929.8,716.1,3
39.32,192.0,288.0,192.0,0.0,929.8,716.1,28
4.78,153.0,102.0,192.0,0.0,888.0,943.1,3
16.11,288.0,192.0,192.0,0.0,932.0,717.8,3
43.38,305.3,203.5,203.5,0.0,965.4,631.0,28
20.42,236.0,157.0,192.0,0.0,972.6,749.1,7
6.94,173.0,116.0,192.0,0.0,946.8,856.8,3
15.03,212.0,141.3,203.5,0.0,973.4,750.0,7
13.57,236.0,157.0,192.0,0.0,972.6,749.1,3
32.53,183.9,122.6,203.5,0.0,959.2,800.0,90
15.75,166.8,250.2,203.5,0.0,975.6,692.6,7
7.68,102.0,153.0,192.0,0.0,887.0,942.0,7
38.8,288.0,192.0,192.0,0.0,932.0,717.8,28
33.0,212.0,141.3,203.5,0.0,973.4,750.0,28
17.28,102.0,153.0,192.0,0.0,887.0,942.0,28
24.28,173.0,116.0,192.0,0.0,946.8,856.8,28
24.05,183.9,122.6,203.5,0.0,959.2,800.0,28
36.59,133.0,200.0,192.0,0.0,927.4,839.2,90
50.73,192.0,288.0,192.0,0.0,929.8,716.1,90
13.66,133.0,200.0,192.0,0.0,927.4,839.2,7
14.14,305.3,203.5,203.5,0.0,965.4,631.0,3
47.78,236.0,157.0,192.0,0.0,972.6,749.1,90
2.33,108.3,162.4,203.5,0.0,938.2,849.0,3
16.89,157.0,236.0,192.0,0.0,935.4,781.2,7
23.52,288.0,192.0,192.0,0.0,932.0,717.8,7
6.81,212.0,141.3,203.5,0.0,973.4,750.0,3
39.7,212.0,141.3,203.5,0.0,973.4,750.0,90
17.96,153.0,102.0,192.0,0.0,888.0,943.1,28
32.88,236.0,157.0,192.0,0.0,972.6,749.1,28
22.35,116.0,173.0,192.0,0.0,909.8,891.9,28
10.79,183.9,122.6,203.5,0.0,959.2,800.0,7
7.72,108.3,162.4,203.5,0.0,938.2,849.0,7
41.68,203.5,305.3,203.5,0.0,963.4,630.0,28
9.56,203.5,305.3,203.5,0.0,963.4,630.0,3
6.88,133.0,200.0,192.0,0.0,927.4,839.2,3
50.53,288.0,192.0,192.0,0.0,932.0,717.8,90
17.17,200.0,133.0,192.0,0.0,965.4,806.2,7
30.44,200.0,133.0,192.0,0.0,965.4,806.2,28
9.73,250.2,166.8,203.5,0.0,977.6,694.1,3
3.32,122.6,183.9,203.5,0.0,958.2,800.1,3
26.32,153.0,102.0,192.0,0.0,888.0,943.1,90
43.25,200.0,133.0,192.0,0.0,965.4,806.2,90
6.28,116.0,173.0,192.0,0.0,909.8,891.9,3
32.1,173.0,116.0,192.0,0.0,946.8,856.8,90
36.96,250.2,166.8,203.5,0.0,977.6,694.1,28
54.6,305.3,203.5,203.5,0.0,965.4,631.0,90
21.48,192.0,288.0,192.0,0.0,929.8,716.1,7
9.69,157.0,236.0,192.0,0.0,935.4,781.2,3
8.37,153.0,102.0,192.0,0.0,888.0,943.1,7
39.66,141.3,212.0,203.5,0.0,971.8,748.5,90
10.09,116.0,173.0,192.0,0.0,909.8,891.9,7
4.83,141.3,212.0,203.5,0.0,971.8,748.5,3
10.35,122.6,183.9,203.5,0.0,958.2,800.1,7
43.57,166.8,250.2,203.5,0.0,975.6,692.6,90
51.86,203.5,305.3,203.5,0.0,963.4,630.0,90
11.85,310.0,0.0,192.0,0.0,1012.0,830.0,3
17.24,310.0,0.0,192.0,0.0,1012.0,830.0,7
27.83,310.0,0.0,192.0,0.0,1012.0,830.0,28
35.76,310.0,0.0,192.0,0.0,1012.0,830.0,90
38.7,310.0,0.0,192.0,0.0,1012.0,830.0,120
14.31,331.0,0.0,192.0,0.0,1025.0,821.0,3
17.44,331.0,0.0,192.0,0.0,1025.0,821.0,7
31.74,331.0,0.0,192.0,0.0,1025.0,821.0,28
37.91,331.0,0.0,192.0,0.0,1025.0,821.0,90
39.38,331.0,0.0,192.0,0.0,1025.0,821.0,120
15.87,349.0,0.0,192.0,0.0,1056.0,809.0,3
9.01,349.0,0.0,192.0,0.0,1056.0,809.0,7
33.61,349.0,0.0,192.0,0.0,1056.0,809.0,28
40.66,349.0,0.0,192.0,0.0,1056.0,809.0,90
40.86,349.0,0.0,192.0,0.0,1056.0,809.0,120
12.05,238.0,0.0,186.0,0.0,1119.0,789.0,7
17.54,238.0,0.0,186.0,0.0,1119.0,789.0,28
18.91,296.0,0.0,186.0,0.0,1090.0,769.0,7
25.18,296.0,0.0,186.0,0.0,1090.0,769.0,28
30.96,297.0,0.0,186.0,0.0,1040.0,734.0,7
43.89,480.0,0.0,192.0,0.0,936.0,721.0,28
54.28,480.0,0.0,192.0,0.0,936.0,721.0,90
36.94,397.0,0.0,186.0,0.0,1040.0,734.0,28
14.5,281.0,0.0,186.0,0.0,1104.0,774.0,7
22.44,281.0,0.0,185.0,0.0,1104.0,774.0,28
12.64,500.0,0.0,200.0,0.0,1125.0,613.0,1
26.06,500.0,0.0,200.0,0.0,1125.0,613.0,3
33.21,500.0,0.0,200.0,0.0,1125.0,613.0,7
36.94,500.0,0.0,200.0,0.0,1125.0,613.0,14
44.09,500.0,0.0,200.0,0.0,1125.0,613.0,28
52.61,540.0,0.0,173.0,0.0,1125.0,613.0,7
59.76,540.0,0.0,173.0,0.0,1125.0,613.0,14
67.31,540.0,0.0,173.0,0.0,1125.0,613.0,28
69.66,540.0,0.0,173.0,0.0,1125.0,613.0,90
71.62,540.0,0.0,173.0,0.0,1125.0,613.0,180
74.17,540.0,0.0,173.0,0.0,1125.0,613.0,270
18.13,350.0,0.0,203.0,0.0,974.0,775.0,7
22.53,350.0,0.0,203.0,0.0,974.0,775.0,14
27.34,350.0,0.0,203.0,0.0,974.0,775.0,28
29.98,350.0,0.0,203.0,0.0,974.0,775.0,56
31.35,350.0,0.0,203.0,0.0,974.0,775.0,90
32.72,350.0,0.0,203.0,0.0,974.0,775.0,180
6.27,385.0,0.0,186.0,0.0,966.0,763.0,1
14.7,385.0,0.0,186.0,0.0,966.0,763.0,3
23.22,385.0,0.0,186.0,0.0,966.0,763.0,7
27.92,385.0,0.0,186.0,0.0,966.0,763.0,14
31.35,385.0,0.0,186.0,0.0,966.0,763.0,28
39.0,331.0,0.0,192.0,0.0,978.0,825.0,180
41.24,331.0,0.0,192.0,0.0,978.0,825.0,360
14.99,349.0,0.0,192.0,0.0,1047.0,806.0,3
13.52,331.0,0.0,192.0,0.0,978.0,825.0,3
24.0,382.0,0.0,186.0,0.0,1047.0,739.0,7
37.42,382.0,0.0,186.0,0.0,1047.0,739.0,28
11.47,382.0,0.0,186.0,0.0,1111.0,784.0,7
22.44,281.0,0.0,186.0,0.0,1104.0,774.0,28
21.16,339.0,0.0,185.0,0.0,1069.0,754.0,7
31.84,339.0,0.0,185.0,0.0,1069.0,754.0,28
14.8,295.0,0.0,185.0,0.0,1069.0,769.0,7
25.18,295.0,0.0,185.0,0.0,1069.0,769.0,28
17.54,238.0,0.0,185.0,0.0,1118.0,789.0,28
14.2,296.0,0.0,192.0,0.0,1085.0,765.0,7
21.65,296.0,0.0,192.0,0.0,1085.0,765.0,28
29.39,296.0,0.0,192.0,0.0,1085.0,765.0,90
13.52,331.0,0.0,192.0,0.0,879.0,825.0,3
16.26,331.0,0.0,192.0,0.0,978.0,825.0,7
31.45,331.0,0.0,192.0,0.0,978.0,825.0,28
37.23,331.0,0.0,192.0,0.0,978.0,825.0,90
18.13,349.0,0.0,192.0,0.0,1047.0,806.0,7
32.72,349.0,0.0,192.0,0.0,1047.0,806.0,28
39.49,349.0,0.0,192.0,0.0,1047.0,806.0,90
41.05,349.0,0.0,192.0,0.0,1047.0,806.0,180
42.13,349.0,0.0,192.0,0.0,1047.0,806.0,360
18.13,302.0,0.0,203.0,0.0,974.0,817.0,14
26.74,302.0,0.0,203.0,0.0,974.0,817.0,180
61.92,525.0,0.0,189.0,0.0,1125.0,613.0,180
47.22,500.0,0.0,200.0,0.0,1125.0,613.0,90
51.04,500.0,0.0,200.0,0.0,1125.0,613.0,180
55.16,500.0,0.0,200.0,0.0,1125.0,613.0,270
41.64,540.0,0.0,173.0,0.0,1125.0,613.0,3
13.71,252.0,0.0,185.0,0.0,1111.0,784.0,7
19.69,252.0,0.0,185.0,0.0,1111.0,784.0,28
31.65,339.0,0.0,185.0,0.0,1060.0,754.0,28
19.11,393.0,0.0,192.0,0.0,940.0,758.0,3
39.58,393.0,0.0,192.0,0.0,940.0,758.0,28
48.79,393.0,0.0,192.0,0.0,940.0,758.0,90
24.0,382.0,0.0,185.0,0.0,1047.0,739.0,7
37.42,382.0,0.0,185.0,0.0,1047.0,739.0,28
11.47,252.0,0.0,186.0,0.0,1111.0,784.0,7
19.69,252.0,0.0,185.0,0.0,1111.0,784.0,28
14.99,310.0,0.0,192.0,0.0,970.0,850.0,7
27.92,310.0,0.0,192.0,0.0,970.0,850.0,28
34.68,310.0,0.0,192.0,0.0,970.0,850.0,90
37.33,310.0,0.0,192.0,0.0,970.0,850.0,180
38.11,310.0,0.0,192.0,0.0,970.0,850.0,360
33.8,525.0,0.0,189.0,0.0,1125.0,613.0,3
42.42,525.0,0.0,189.0,0.0,1125.0,613.0,7
48.4,525.0,0.0,189.0,0.0,1125.0,613.0,14
55.94,525.0,0.0,189.0,0.0,1125.0,613.0,28
58.78,525.0,0.0,189.0,0.0,1125.0,613.0,90
67.11,525.0,0.0,189.0,0.0,1125.0,613.0,270
20.77,322.0,0.0,203.0,0.0,974.0,800.0,14
25.18,322.0,0.0,203.0,0.0,974.0,800.0,28
29.59,322.0,0.0,203.0,0.0,974.0,800.0,180
21.75,302.0,0.0,203.0,0.0,974.0,817.0,28
39.09,397.0,0.0,185.0,0.0,1040.0,734.0,28
24.39,480.0,0.0,192.0,0.0,936.0,721.0,3
50.51,522.0,0.0,146.0,0.0,896.0,896.0,7
74.99,522.0,0.0,146.0,0.0,896.0,896.0,28
37.17,273.0,105.0,210.0,9.0,904.0,680.0,28
33.76,162.0,190.0,179.0,19.0,838.0,741.0,28
16.5,154.0,144.0,220.0,10.0,923.0,658.0,28
19.99,147.0,115.0,202.0,9.0,860.0,829.0,28
36.35,152.0,178.0,168.0,18.0,944.0,695.0,28
33.69,310.0,143.0,168.0,22.0,914.0,651.0,28
15.42,144.0,0.0,158.0,18.0,943.0,844.0,28
33.42,304.0,140.0,214.0,6.0,895.0,722.0,28
39.05,374.0,0.0,190.0,7.0,1013.0,730.0,28
27.68,159.0,149.0,175.0,15.0,953.0,720.0,28
26.86,153.0,239.0,200.0,6.0,1002.0,684.0,28
45.3,310.0,143.0,168.0,10.0,914.0,804.0,28
30.12,305.0,0.0,196.0,10.0,959.0,705.0,28
15.57,151.0,0.0,167.0,12.0,991.0,772.0,28
44.61,142.0,167.0,174.0,11.0,883.0,785.0,28
53.52,298.0,137.0,201.0,6.0,878.0,655.0,28
57.21,321.0,164.0,190.0,5.0,870.0,774.0,28
65.91,366.0,187.0,191.0,7.0,824.0,757.0,28
52.82,280.0,129.0,172.0,9.0,825.0,805.0,28
33.4,252.0,97.0,194.0,8.0,835.0,821.0,28
18.03,165.0,0.0,182.0,12.0,1023.0,729.0,28
37.36,156.0,243.0,180.0,11.0,1022.0,698.0,28
32.84,160.0,188.0,203.0,11.0,829.0,710.0,28
42.64,298.0,0.0,186.0,6.0,879.0,815.0,28
40.06,318.0,0.0,210.0,6.0,861.0,737.0,28
41.94,287.0,121.0,188.0,9.0,904.0,696.0,28
61.23,326.0,166.0,174.0,9.0,882.0,790.0,28
40.87,356.0,0.0,193.0,11.0,801.0,778.0,28
33.3,132.0,207.0,179.0,5.0,867.0,736.0,28
52.42,322.0,149.0,186.0,8.0,951.0,709.0,28
15.09,164.0,0.0,181.0,13.0,849.0,846.0,28
38.46,314.0,0.0,170.0,10.0,925.0,783.0,28
37.26,321.0,0.0,182.0,11.0,870.0,780.0,28
35.23,140.0,164.0,237.0,6.0,869.0,656.0,28
42.13,288.0,121.0,177.0,7.0,908.0,829.0,28
31.87,298.0,0.0,210.0,11.0,880.0,744.0,28
41.54,265.0,111.0,195.0,6.0,833.0,790.0,28
39.45,160.0,250.0,168.0,12.0,1049.0,688.0,28
37.91,166.0,260.0,183.0,13.0,859.0,827.0,28
44.28,276.0,116.0,180.0,9.0,870.0,768.0,28
31.18,322.0,0.0,196.0,10.0,818.0,813.0,28
23.69,149.0,139.0,193.0,6.0,892.0,780.0,28
32.76,159.0,187.0,176.0,11.0,990.0,789.0,28
32.4,261.0,100.0,201.0,9.0,864.0,761.0,28
28.63,237.0,92.0,247.0,6.0,853.0,695.0,28
36.8,313.0,0.0,178.0,8.0,1002.0,689.0,28
18.28,155.0,183.0,193.0,9.0,1047.0,697.0,28
33.06,146.0,230.0,202.0,3.0,827.0,872.0,28
31.42,296.0,0.0,221.0,11.0,819.0,778.0,28
31.03,133.0,210.0,196.0,3.0,949.0,795.0,28
44.39,313.0,145.0,178.0,8.0,867.0,824.0,28
12.18,152.0,0.0,184.0,8.0,992.0,816.0,28
25.56,153.0,145.0,178.0,8.0,1002.0,689.0,28
36.44,140.0,133.0,200.0,7.0,916.0,753.0,28
32.96,149.0,236.0,176.0,13.0,847.0,893.0,28
23.84,300.0,0.0,212.0,10.0,878.0,728.0,28
26.23,153.0,145.0,178.0,8.0,867.0,824.0,28
17.95,148.0,0.0,158.0,16.0,1002.0,830.0,28
40.68,326.0,0.0,199.0,11.0,801.0,792.0,28
19.01,153.0,145.0,178.0,8.0,1000.0,822.0,28
33.72,262.0,111.0,195.0,5.0,895.0,733.0,28
8.54,158.0,0.0,220.0,11.0,898.0,713.0,28
13.46,151.0,0.0,167.0,16.0,1074.0,678.0,28
32.24,273.0,0.0,199.0,11.0,931.0,762.0,28
23.52,149.0,118.0,183.0,7.0,953.0,780.0,28
29.72,143.0,169.0,191.0,8.0,967.0,643.0,28
49.77,260.0,101.0,171.0,10.0,936.0,763.0,28
52.44,313.0,161.0,178.0,10.0,917.0,759.0,28
40.93,284.0,120.0,168.0,7.0,970.0,794.0,28
44.86,336.0,0.0,182.0,3.0,986.0,817.0,28
13.2,145.0,0.0,181.0,11.0,979.0,812.0,28
37.43,150.0,237.0,174.0,12.0,1069.0,675.0,28
29.87,144.0,170.0,192.0,8.0,814.0,805.0,28
56.61,331.0,170.0,195.0,8.0,811.0,802.0,28
12.46,155.0,0.0,193.0,9.0,1047.0,697.0,28
23.79,155.0,183.0,193.0,9.0,877.0,868.0,28
13.29,135.0,0.0,180.0,10.0,961.0,805.0,28
39.42,266.0,112.0,178.0,10.0,910.0,745.0,28
46.23,314.0,145.0,179.0,8.0,869.0,690.0,28
44.52,313.0,145.0,127.0,8.0,1000.0,822.0,28
23.74,146.0,173.0,182.0,3.0,986.0,817.0,28
26.14,144.0,136.0,178.0,7.0,941.0,774.0,28
15.52,148.0,0.0,181.0,15.0,839.0,884.0,28
43.57,277.0,117.0,191.0,7.0,946.0,666.0,28
35.86,298.0,0.0,164.0,13.0,953.0,784.0,28
41.05,313.0,145.0,178.0,8.0,1002.0,689.0,28
